ticker,alpha,model,pinball,dm_vs_baseline,dm_p_better_than_baseline,in_mcs,mcs_pvalue,breach_rate,kupiec_p,christoffersen_ind_p,christoffersen_cc_p,passes_gate,n_test
^GSPC,0.05,Anchor hist,0.001083725253100583,-1.3069838278532941,0.09581019496182783,True,0.742,0.03877005347593583,0.14301968846715035,0.43604259813124824,0.25260716754007717,True,748
^GSPC,0.05,Anchor param,0.0010840032791292439,-0.9538307646265248,0.17023892911545196,True,0.742,0.04946524064171123,0.9464065648842359,0.8978815462289447,0.9895602991928716,True,748
^GSPC,0.05,Unanchored,0.0010953492188337547,,,True,0.742,0.0374331550802139,0.09949036431592312,0.3872929726609652,0.1771853136729351,True,748
^GSPC,0.05,Parametric-Normal,0.0011129150361020238,0.7382318076494395,0.7696972730136571,True,0.742,0.07352941176470588,0.005638250502623077,0.9787658147362464,0.021675571934832848,False,748
^GSPC,0.05,"GARCH(1,1)-t",0.001121789850673605,0.7013105738224314,0.7583361850249588,True,0.742,0.07352941176470588,0.005638250502623077,0.9787658147362464,0.021675571934832848,False,748
^GSPC,0.05,Historical,0.001126556230904024,0.6410515671612705,0.7391571009883251,True,0.742,0.04946524064171123,0.9464065648842359,0.13897452377751973,0.33390530796643414,True,748
^GSPC,0.01,Unanchored,0.0003657658597176409,,,True,0.463,0.0106951871657754,0.8501255199068876,0.06899541821891014,0.18801521528606974,True,748
^GSPC,0.01,Anchor param,0.0003676647224827966,0.0644773717373837,0.5256963127511434,True,0.463,0.017379679144385027,0.06631801151512555,0.2174180725907834,0.08658694863857096,True,748
^GSPC,0.01,Anchor hist,0.0003702044988081818,0.14282060532119997,0.5567648114796252,True,0.463,0.0066844919786096255,0.3321884990093141,0.02174755621181377,0.04490938503564358,False,748
^GSPC,0.01,"GARCH(1,1)-t",0.0003965341911570158,0.5594240346664999,0.7119799757235618,True,0.463,0.017379679144385027,0.06631801151512555,0.2174180725907834,0.08658694863857096,True,748
^GSPC,0.01,Historical,0.00040094328216158377,0.5788475554919155,0.7185667351370817,True,0.463,0.014705882352941176,0.2267181171814881,0.007951803365103685,0.014224136083249772,False,748
^GSPC,0.01,Parametric-Normal,0.0004137050642292338,1.066417541076394,0.8567102618519797,True,0.463,0.02807486631016043,4.702251435026859e-05,0.6159815796220163,0.00022306688426995843,False,748
BTC-USD,0.05,Historical,0.0028381923347829915,-0.5773876974774309,0.2818991301873119,True,0.873,0.04916512059369202,0.8996475124890315,0.05465193211014916,0.1565643052386903,True,1078
BTC-USD,0.05,"GARCH(1,1)-t",0.00284089846826571,-0.6749836313105655,0.2499155197448575,True,0.873,0.05844155844155844,0.2149698567232417,0.0030586466375065588,0.005771093711933252,False,1078
BTC-USD,0.05,Parametric-Normal,0.002880365535102563,-0.0370325476478573,0.48523295847934617,True,0.873,0.05658627087198516,0.33073163836227876,0.18356096015274403,0.2573564490453257,True,1078
BTC-USD,0.05,Unanchored,0.0028827311462632527,,,True,0.873,0.03525046382189239,0.019232786217400637,0.750062187082238,0.0613689198825364,False,1078
BTC-USD,0.05,Anchor param,0.0028827311462632527,0.0,0.5,True,0.873,0.03525046382189239,0.019232786217400637,0.750062187082238,0.0613689198825364,False,1078
BTC-USD,0.05,Anchor hist,0.0028873477139070994,0.3200721702637441,0.6255121478960176,True,0.873,0.03432282003710575,0.01250632044658428,0.7963197550300269,0.042760956114870415,False,1078
BTC-USD,0.01,"GARCH(1,1)-t",0.0008492404417129304,-2.6791498807586374,0.0037467112208193877,True,0.219,0.006493506493506494,0.21634990672973003,0.7621661556567066,0.4448562291376894,True,1078
BTC-USD,0.01,Historical,0.0008713552582925333,-1.5455307244417598,0.06125585712649283,True,0.219,0.014842300556586271,0.1360346037692879,0.4872551388731615,0.2586145903852121,True,1078
BTC-USD,0.01,Unanchored,0.000971447343082646,,,True,0.219,0.0018552875695732839,0.00096483860146708,0.9312547722381249,0.004293521686298715,False,1078
BTC-USD,0.01,Anchor param,0.000971447343082646,0.0,0.5,True,0.219,0.0018552875695732839,0.00096483860146708,0.9312547722381249,0.004293521686298715,False,1078
BTC-USD,0.01,Parametric-Normal,0.0009848344219524057,0.15292613601589042,0.560757414874304,True,0.219,0.029684601113172542,1.476805287511673e-07,0.9588466187202407,1.0044266568802487e-06,False,1078
BTC-USD,0.01,Anchor hist,0.0009849918636497465,3.2937606426162573,0.9994896336532547,True,0.219,0.0018552875695732839,0.00096483860146708,0.9312547722381249,0.004293521686298715,False,1078
TSLA,0.05,"GARCH(1,1)-t",0.003899642684726531,-1.6616758004564876,0.04849868224786894,True,0.651,0.045454545454545456,0.5626423002876031,0.623810712682663,0.7498749362137046,True,748
TSLA,0.05,Unanchored,0.003991453551430522,,,True,0.651,0.04144385026737968,0.2691464215971652,0.7845196987056524,0.523127986767242,True,748
TSLA,0.05,Anchor hist,0.003991453551430522,0.0,0.5,True,0.651,0.04144385026737968,0.2691464215971652,0.7845196987056524,0.523127986767242,True,748
TSLA,0.05,Historical,0.004012286805914204,0.28115088662395094,0.6106637352473416,True,0.651,0.0427807486631016,0.35342968133161634,0.09050924570723848,0.1551754646459661,True,748
TSLA,0.05,Anchor param,0.004140742759252383,3.0276361477158957,0.998725235215086,False,0.006,0.04411764705882353,0.4516845957682515,0.6754465685271483,0.6901412522025125,True,748
TSLA,0.05,Parametric-Normal,0.0042123442288539825,2.9829453844707463,0.9985260787404592,False,0.006,0.053475935828877004,0.6660775306281304,0.36210850610503875,0.6014595157703204,True,748
TSLA,0.01,"GARCH(1,1)-t",0.0012794729905501777,-3.326649094839699,0.0004609797071307614,True,0.119,0.008021390374331552,0.5732492380070288,0.7552561367054408,0.8128395318363333,True,748
TSLA,0.01,Historical,0.0012973237903643382,-1.3742663008666214,0.08488559341604102,True,0.119,0.009358288770053475,0.8584803881762761,0.7159211955815086,0.9211667222737485,True,748
TSLA,0.01,Anchor hist,0.0013239704209209936,-2.5017281768312323,0.006285852103461596,True,0.119,0.008021390374331552,0.5732492380070288,0.7552561367054408,0.8128395318363333,True,748
TSLA,0.01,Anchor param,0.001349093185237147,-0.8374562563688229,0.20130200261682057,True,0.119,0.012032085561497326,0.5883208394615691,0.6394077011935975,0.7739515999612898,True,748
TSLA,0.01,Unanchored,0.0013732286129559599,,,True,0.119,0.009358288770053475,0.8584803881762761,0.7159211955815086,0.9211667222737485,True,748
TSLA,0.01,Parametric-Normal,0.0015184674056136745,1.351800344813378,0.9115758202515879,True,0.119,0.022727272727272728,0.0027053355143485886,0.37354058655703304,0.007490997794085839,False,748
NVDA,0.05,Anchor hist,0.0032527442068098476,-0.4624726906237307,0.3219385291040753,True,0.508,0.04946524064171123,0.9464065648842359,0.48217621833766466,0.7794023303594761,True,748
NVDA,0.05,Anchor param,0.003253521030564344,-0.24358704682451887,0.40380876989514897,True,0.508,0.0481283422459893,0.8132137058387547,0.527070402735571,0.7961776885828623,True,748
NVDA,0.05,Unanchored,0.003256803207168948,,,True,0.508,0.04946524064171123,0.9464065648842359,0.48217621833766466,0.7794023303594761,True,748
