ticker,alpha,model,pinball,dm_vs_baseline,dm_p_better_than_baseline,in_mcs,mcs_pvalue,breach_rate,kupiec_p,christoffersen_ind_p,christoffersen_cc_p,passes_gate,n_test
^GSPC,0.05,Anchor hist,0.001081033204625337,-0.8155447689191261,0.2075102525222418,True,0.793,0.03342245989304813,0.027242303239966844,0.2588312959299862,0.04618071448247058,False,748
^GSPC,0.05,Unanchored,0.0010953492188337547,,,True,0.793,0.0374331550802139,0.09949036431592312,0.3872929726609652,0.1771853136729351,True,748
^GSPC,0.05,Anchor param,0.0010960226120882367,0.038481628900045084,0.5153430198709514,True,0.793,0.06016042780748663,0.2159871027827807,0.6316966326273259,0.41465798436540224,True,748
^GSPC,0.05,Parametric-Normal,0.0011129150361020238,0.7382318076494395,0.7696972730136571,True,0.793,0.07352941176470588,0.005638250502623077,0.9787658147362464,0.021675571934832848,False,748
^GSPC,0.05,"GARCH(1,1)-t",0.001121789850673605,0.7013105738224314,0.7583361850249588,True,0.793,0.07352941176470588,0.005638250502623077,0.9787658147362464,0.021675571934832848,False,748
^GSPC,0.05,Historical,0.001126556230904024,0.6410515671612705,0.7391571009883251,True,0.793,0.04946524064171123,0.9464065648842359,0.13897452377751973,0.33390530796643414,True,748
^GSPC,0.01,Unanchored,0.0003657658597176409,,,True,0.528,0.0106951871657754,0.8501255199068876,0.06899541821891014,0.18801521528606974,True,748
^GSPC,0.01,Anchor hist,0.0003707431888836195,0.1420431762504643,0.5564578990933908,True,0.528,0.0066844919786096255,0.3321884990093141,0.02174755621181377,0.04490938503564358,False,748
^GSPC,0.01,Anchor param,0.00038177584104328417,0.4515717989298483,0.674145718021667,True,0.528,0.022727272727272728,0.0027053355143485886,0.39634474900948224,0.0077673902799713715,False,748
^GSPC,0.01,"GARCH(1,1)-t",0.0003965341911570158,0.5594240346664999,0.7119799757235618,True,0.528,0.017379679144385027,0.06631801151512555,0.2174180725907834,0.08658694863857096,True,748
^GSPC,0.01,Historical,0.00040094328216158377,0.5788475554919155,0.7185667351370817,True,0.528,0.014705882352941176,0.2267181171814881,0.007951803365103685,0.014224136083249772,False,748
^GSPC,0.01,Parametric-Normal,0.0004137050642292338,1.066417541076394,0.8567102618519797,True,0.528,0.02807486631016043,4.702251435026859e-05,0.6159815796220163,0.00022306688426995843,False,748
BTC-USD,0.05,Historical,0.0028381923347829915,-0.5773876974774309,0.2818991301873119,True,0.85,0.04916512059369202,0.8996475124890315,0.05465193211014916,0.1565643052386903,True,1078
BTC-USD,0.05,"GARCH(1,1)-t",0.00284089846826571,-0.6749836313105655,0.2499155197448575,True,0.85,0.05844155844155844,0.2149698567232417,0.0030586466375065588,0.005771093711933252,False,1078
BTC-USD,0.05,Parametric-Normal,0.002880365535102563,-0.0370325476478573,0.48523295847934617,True,0.85,0.05658627087198516,0.33073163836227876,0.18356096015274403,0.2573564490453257,True,1078
BTC-USD,0.05,Unanchored,0.0028827311462632527,,,True,0.85,0.03525046382189239,0.019232786217400637,0.750062187082238,0.0613689198825364,False,1078
BTC-USD,0.05,Anchor hist,0.0028827311462632527,0.0,0.5,True,0.85,0.03525046382189239,0.019232786217400637,0.750062187082238,0.0613689198825364,False,1078
BTC-USD,0.05,Anchor param,0.0028827311462632527,0.0,0.5,True,0.85,0.03525046382189239,0.019232786217400637,0.750062187082238,0.0613689198825364,False,1078
BTC-USD,0.01,"GARCH(1,1)-t",0.0008492404417129304,-2.6791498807586374,0.0037467112208193877,True,0.181,0.006493506493506494,0.21634990672973003,0.7621661556567066,0.4448562291376894,True,1078
BTC-USD,0.01,Historical,0.0008713552582925333,-1.5455307244417598,0.06125585712649283,True,0.181,0.014842300556586271,0.1360346037692879,0.4872551388731615,0.2586145903852121,True,1078
BTC-USD,0.01,Unanchored,0.000971447343082646,,,True,0.181,0.0018552875695732839,0.00096483860146708,0.9312547722381249,0.004293521686298715,False,1078
BTC-USD,0.01,Anchor param,0.000971447343082646,0.0,0.5,True,0.181,0.0018552875695732839,0.00096483860146708,0.9312547722381249,0.004293521686298715,False,1078
BTC-USD,0.01,Parametric-Normal,0.0009848344219524057,0.15292613601589042,0.560757414874304,True,0.181,0.029684601113172542,1.476805287511673e-07,0.9588466187202407,1.0044266568802487e-06,False,1078
BTC-USD,0.01,Anchor hist,0.0009911556139704746,1.5111028863614342,0.9344722115141444,True,0.181,0.0018552875695732839,0.00096483860146708,0.9312547722381249,0.004293521686298715,False,1078
TSLA,0.05,"GARCH(1,1)-t",0.003899642684726531,-1.6616758004564876,0.04849868224786894,True,0.651,0.045454545454545456,0.5626423002876031,0.623810712682663,0.7498749362137046,True,748
TSLA,0.05,Unanchored,0.003991453551430522,,,True,0.651,0.04144385026737968,0.2691464215971652,0.7845196987056524,0.523127986767242,True,748
TSLA,0.05,Anchor hist,0.003991453551430522,0.0,0.5,True,0.651,0.04144385026737968,0.2691464215971652,0.7845196987056524,0.523127986767242,True,748
TSLA,0.05,Historical,0.004012286805914204,0.28115088662395094,0.6106637352473416,True,0.651,0.0427807486631016,0.35342968133161634,0.09050924570723848,0.1551754646459661,True,748
TSLA,0.05,Anchor param,0.004166148841906206,2.8972897015679586,0.9980629394957351,False,0.006,0.05080213903743316,0.9200220255477551,0.43969515508362567,0.7381711433605718,True,748
TSLA,0.05,Parametric-Normal,0.0042123442288539825,2.9829453844707463,0.9985260787404592,False,0.006,0.053475935828877004,0.6660775306281304,0.36210850610503875,0.6014595157703204,True,748
TSLA,0.01,"GARCH(1,1)-t",0.0012794729905501777,-3.326649094839699,0.0004609797071307614,True,0.144,0.008021390374331552,0.5732492380070288,0.7552561367054408,0.8128395318363333,True,748
TSLA,0.01,Historical,0.0012973237903643382,-1.3742663008666214,0.08488559341604102,True,0.144,0.009358288770053475,0.8584803881762761,0.7159211955815086,0.9211667222737485,True,748
TSLA,0.01,Unanchored,0.0013732286129559599,,,True,0.144,0.009358288770053475,0.8584803881762761,0.7159211955815086,0.9211667222737485,True,748
TSLA,0.01,Anchor param,0.0013732286129559599,0.0,0.5,True,0.144,0.009358288770053475,0.8584803881762761,0.7159211955815086,0.9211667222737485,True,748
TSLA,0.01,Anchor hist,0.0013732286129559599,0.0,0.5,True,0.144,0.009358288770053475,0.8584803881762761,0.7159211955815086,0.9211667222737485,True,748
TSLA,0.01,Parametric-Normal,0.0015184674056136745,1.351800344813378,0.9115758202515879,True,0.144,0.022727272727272728,0.0027053355143485886,0.37354058655703304,0.007490997794085839,False,748
NVDA,0.05,Unanchored,0.003256803207168948,,,True,0.527,0.04946524064171123,0.9464065648842359,0.48217621833766466,0.7794023303594761,True,748
NVDA,0.05,Anchor hist,0.003256803207168948,0.0,0.5,True,0.527,0.04946524064171123,0.9464065648842359,0.48217621833766466,0.7794023303594761,True,748
NVDA,0.05,Anchor param,0.0032586812663293312,0.06429482769493267,0.5256236635269026,True,0.527,0.05213903743315508,0.7897436689958169,0.39966721386139914,0.6769126511794201,True,748
NVDA,0.05,"GARCH(1,1)-t",0.0033023723576264584,0.8197674598393266,0.7936949174058361,True,0.527,0.05748663101604278,0.3583186405404857,0.7309986657608207,0.6181729167319425,True,748
NVDA,0.05,Parametric-Normal,0.0033415329597873047,1.4384751570495917,0.924640946675002,True,0.527,0.07085561497326204,0.013526962941470492,0.8951146028079741,0.046976071429772816,False,748
NVDA,0.05,Historical,0.0034059201877421766,1.478876713651892,0.9302025933098006,True,0.527,0.053475935828877004,0.6660775306281304,0.9175815751773035,0.9062260898244234,True,748
NVDA,0.01,Anchor param,0.000965667556812894,-1.0126040734969055,0.15578859129775574,True,0.49,0.017379679144385027,0.06631801151512555,0.4973835998670637,0.14716548394553922,True,748
NVDA,0.01,"GARCH(1,1)-t",0.0009664947987211348,-1.6261155698330634,0.05217341481916761,True,0.49,0.0066844919786096255,0.3321884990093141,0.02174755621181377,0.04490938503564358,False,748
NVDA,0.01,Unanchored,0.0009968705890998613,,,True,0.49,0.0053475935828877,0.1605730714856744,0.8355956879583373,0.3656989303776808,True,748
NVDA,0.01,Parametric-Normal,0.0010146494354132253,0.3749136948633297,0.6460844653584586,True,0.49,0.02540106951871658,0.0003932524495332647,0.3192855489300129,0.0011386322521986503,False,748
NVDA,0.01,Anchor hist,0.0010270308179063244,0.8761220854015415,0.8093773463661094,True,0.49,0.008021390374331552,0.5732492380070288,0.7552561367054408,0.8128395318363333,True,748
NVDA,0.01,Historical,0.0011059069453262876,1.7898608567934466,0.9630593883205585,False,0.094,0.016042780748663103,0.12675375248763185,0.53132639157373,0.25618994187610383,True,748
SQM,0.05,Unanchored,0.00312771099937803,,,True,0.146,0.04946524064171123,0.9464065648842359,0.037993397159409276,0.11591267914380653,False,748
SQM,0.05,Anchor param,0.00312771099937803,0.0,0.5,True,0.146,0.04946524064171123,0.9464065648842359,0.037993397159409276,0.11591267914380653,False,748
SQM,0.05,Anchor hist,0.00312771099937803,0.0,0.5,True,0.146,0.04946524064171123,0.9464065648842359,0.037993397159409276,0.11591267914380653,False,748
SQM,0.05,Historical,0.0031383149072664435,0.20261025919766906,0.5802525796284472,True,0.146,0.05213903743315508,0.7897436689958169,0.1932857336462664,0.41405924967496976,True,748
SQM,0.05,"GARCH(1,1)-t",0.0031672302242292177,1.0352591977275984,0.8495585507131775,True,0.146,0.053475935828877004,0.6660775306281304,0.07290967315628212,0.18245596391734162,True,748
SQM,0.05,Parametric-Normal,0.0032507985121112202,1.8087892043477083,0.9645571488105964,True,0.146,0.053475935828877004,0.6660775306281304,0.5566086856494035,0.7665024147410959,True,748
SQM,0.01,Anchor param,0.0008292368180730926,-2.6061809601261072,0.00466912277642195,True,0.182,0.013368983957219251,0.3784805641538036,0.6024083925729542,0.5924403690768318,True,748
SQM,0.01,Anchor hist,0.0008404043670285358,-3.7043241155124997,0.00011379244390749769,True,0.182,0.0066844919786096255,0.3321884990093141,0.7951815565847147,0.6041899105592773,True,748
SQM,0.01,"GARCH(1,1)-t",0.0008535023862576072,-1.7512320493442912,0.040158179865907896,True,0.182,0.008021390374331552,0.5732492380070288,0.7552561367054408,0.8128395318363333,True,748
SQM,0.01,Parametric-Normal,0.0008792031226015025,-0.596594486468764,0.27547945348741754,True,0.182,0.022727272727272728,0.0027053355143485886,0.37354058655703304,0.007490997794085839,False,748
SQM,0.01,Historical,0.0008823284856436645,-0.5300868941496483,0.29810460414738926,True,0.182,0.008021390374331552,0.5732492380070288,0.7552561367054408,0.8128395318363333,True,748
SQM,0.01,Unanchored,0.0009106538435633334,,,True,0.182,0.00267379679144385,0.016733506201319536,0.9174664598466612,0.05684513486664677,False,748
CLP=X,0.05,Anchor hist,0.001016423731056385,-2.055109258665189,0.020102861434431418,True,0.388,0.048051948051948054,0.8029132906367484,0.05305989569537092,0.14924582451002924,True,770
CLP=X,0.05,Anchor param,0.0010244244168655893,-0.5215114354695233,0.30108034968918806,True,0.388,0.045454545454545456,0.5569531437748717,0.0676499286569401,0.1584883872014383,True,770
CLP=X,0.05,Unanchored,0.0010270541046695923,,,True,0.388,0.045454545454545456,0.5569531437748717,0.0676499286569401,0.1584883872014383,True,770
CLP=X,0.05,Historical,0.0010430539030290898,0.8083479393054026,0.7904298473518769,True,0.388,0.045454545454545456,0.5569531437748717,0.0676499286569401,0.1584883872014383,True,770
CLP=X,0.05,Parametric-Normal,0.0010691531001772903,2.00051518150673,0.9771021007477199,False,0.084,0.05454545454545454,0.5681849849985676,0.02755776010475045,0.07497310337228008,False,770
CLP=X,0.05,"GARCH(1,1)-t",0.0010865935018793485,2.410554990283102,0.9919190375475242,False,0.084,0.04935064935064935,0.9339738633835392,0.046800852229924715,0.13811086075332465,False,770
CLP=X,0.01,Unanchored,0.00029986981027332735,,,True,0.683,0.014285714285714285,0.261432551574281,0.572045222003954,0.4537477826170686,True,770
CLP=X,0.01,Anchor param,0.00029986981027332735,0.0,0.5,True,0.683,0.014285714285714285,0.261432551574281,0.572045222003954,0.4537477826170686,True,770
CLP=X,0.01,Anchor hist,0.00029986981027332735,0.0,0.5,True,0.683,0.014285714285714285,0.261432551574281,0.572045222003954,0.4537477826170686,True,770
CLP=X,0.01,Historical,0.00030156762306997705,0.08926590127471024,0.5355530823495637,True,0.683,0.012987012987012988,0.4258036502779666,0.6077174049340202,0.6383445997269641,True,770
CLP=X,0.01,"GARCH(1,1)-t",0.0003016350960802418,0.1124319580548003,0.5447448706860243,True,0.683,0.005194805194805195,0.1399487956413578,0.8379436772891149,0.329500908202433,True,770
CLP=X,0.01,Parametric-Normal,0.00031940877990551346,0.7372248940679111,0.7693947669713065,True,0.683,0.02077922077922078,0.008646184431017221,0.40958739439752245,0.022657964910853635,False,770
HG=F,0.05,Unanchored,0.0021379326645111045,,,True,0.719,0.05614973262032086,0.44877225441047197,0.8279975164850778,0.7330959514385914,True,748
HG=F,0.05,Anchor hist,0.0021379326645111045,0.0,0.5,True,0.719,0.05614973262032086,0.44877225441047197,0.8279975164850778,0.7330959514385914,True,748
HG=F,0.05,Anchor param,0.002140236082783683,0.11334628112617748,0.5451067595898443,True,0.719,0.053475935828877004,0.6660775306281304,0.9482009178073014,0.9091704883644965,True,748
HG=F,0.05,"GARCH(1,1)-t",0.002151303548186674,0.45628626201973904,0.6758416147094438,True,0.719,0.058823529411764705,0.2808118137034966,0.761210589843411,0.5337896692285349,True,748
HG=F,0.05,Historical,0.0021716323976497098,0.5859483897532577,0.72095640565434,True,0.719,0.06149732620320856,0.1630393858460341,0.6057750765347776,0.330849992119531,True,748
HG=F,0.05,Parametric-Normal,0.00218761266252195,1.1140163155252776,0.8671847516179476,True,0.719,0.06016042780748663,0.2159871027827807,0.6584479351398764,0.4218417933486196,True,748
HG=F,0.01,Anchor hist,0.0008315157051752093,-1.5884407707629196,0.05630492232838673,True,0.827,0.014705882352941176,0.2267181171814881,0.007951803365103685,0.014224136083249772,False,748
HG=F,0.01,Parametric-Normal,0.0008503274278375667,-0.7923039087074409,0.21421751542885212,True,0.827,0.014705882352941176,0.2267181171814881,0.14743887319889795,0.16864797313150115,True,748
HG=F,0.01,Anchor param,0.0008510820944988844,-0.9405095511830781,0.1736301404161019,True,0.827,0.0106951871657754,0.8501255199068876,0.06899541821891014,0.18801521528606974,True,748
HG=F,0.01,Historical,0.0008682621567636145,-0.2768451938894735,0.39098778148305807,True,0.827,0.017379679144385027,0.06631801151512555,0.017049919872881753,0.010763932777373414,False,748
HG=F,0.01,"GARCH(1,1)-t",0.0008718607010743275,-0.24831798997699298,0.4019783142657796,True,0.827,0.017379679144385027,0.06631801151512555,0.017049919872881753,0.010763932777373414,False,748
HG=F,0.01,Unanchored,0.0008818000690375155,,,True,0.827,0.012032085561497326,0.5883208394615691,0.09158558623417377,0.20812269275100126,True,748
CL=F,0.05,"GARCH(1,1)-t",0.0027204634457124208,-1.7514559008618973,0.040138897364724056,True,0.156,0.06016042780748663,0.2159871027827807,0.8539372522700108,0.4573238023172871,True,748
CL=F,0.05,Anchor param,0.002821808649140898,-0.39636819701534265,0.34597331036433604,True,0.156,0.04144385026737968,0.2691464215971652,0.5412664561449074,0.4506136918232543,True,748
CL=F,0.05,Unanchored,0.002833969128829646,,,True,0.156,0.04144385026737968,0.2691464215971652,0.5412664561449074,0.4506136918232543,True,748
CL=F,0.05,Parametric-Normal,0.002856169448734489,0.36950551939129034,0.6440721595479748,True,0.156,0.05748663101604278,0.3583186405404857,0.7411020446752732,0.620972217265205,True,748
CL=F,0.05,Anchor hist,0.0029360593259220363,1.7775760242175718,0.9620598549356725,True,0.156,0.0374331550802139,0.09949036431592312,0.10062850407871647,0.06689546857197025,True,748
CL=F,0.05,Historical,0.0030653388634456283,1.9148760280639843,0.9720550206442206,True,0.156,0.05614973262032086,0.44877225441047197,0.29859485141764663,0.4373134594023892,True,748
CL=F,0.01,"GARCH(1,1)-t",0.0008048736854878889,-1.2581125810204736,0.1043720758090799,True,0.29,0.012032085561497326,0.5883208394615691,0.09158558623417377,0.20812269275100126,True,748
CL=F,0.01,Anchor hist,0.0008696597623312168,-0.7504751727205153,0.22660244477060457,True,0.29,0.0066844919786096255,0.3321884990093141,0.7951815565847147,0.6041899105592773,True,748
CL=F,0.01,Anchor param,0.0009243971822571259,-0.14727998715276425,0.44147538457571617,True,0.29,0.0213903743315508,0.006559499558979739,0.3471730339009882,0.015974226865202956,False,748
